,id,decimalLongitude,decimalLatitude,key,aet_mean,pet_mean,ppt_mean,srad_mean,tmax_mean,tmin_mean,vap_mean
0,3325,145.684,-16.7823,0,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
1,3326,145.647,-16.8095,1,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
2,3327,145.685,-16.7823,2,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
3,3328,145.684,-16.7824,3,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
4,3329,145.667,-16.79,4,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
5,3330,145.547917979604,-16.7986345510066,5,94.51667,135.45,140.55,230.38333,27.996672,18.72167,2.1863334
6,3331,145.647,-16.8098,6,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
7,3332,145.547894531893,-16.7986646276162,7,94.51667,135.45,140.55,230.38333,27.996672,18.72167,2.1863334
8,3333,145.667,-16.7902,8,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
9,3334,145.384,-17.393,9,88.25,128.85,121.0,228.2,26.068333,15.053334,1.7613332
10,3335,145.690879222662,-16.7845915333116,10,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
11,3336,145.647,-16.8096,11,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
12,3337,145.647,-16.8097,12,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
13,3338,145.666704386655,-16.7870895564222,13,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
14,3339,145.384,-17.3931,14,88.25,128.85,121.0,228.2,26.068333,15.053334,1.7613332
15,3340,145.666565900364,-16.7868527371301,15,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
16,3341,145.665949396089,-16.7876989230361,16,110.03333,139.81667,183.1,228.56667,28.266668,19.255005,2.2518334
17,3342,145.617,-16.8276,17,106.066666,136.88333,166.86667,228.85,28.058338,18.894999,2.2118335
18,3343,145.468401403814,-17.2815195153617,18,106.566666,130.23334,182.88333,226.21666,26.52167,16.003334,1.8694999
19,3344,145.579,-17.2797,19,107.433334,130.7,180.75,226.88333,26.705,16.501667,1.9239999
20,3345,145.684,-16.7822,20,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
21,3346,145.633898184914,-16.825812571663,21,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
22,3347,145.633270883285,-16.8250939787385,22,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
23,3348,145.749,-16.9005,23,115.71667,147.2,227.28334,227.85,29.518337,20.820004,2.3606668
24,3349,145.578,-17.2796,24,107.433334,130.7,180.75,226.88333,26.705,16.501667,1.9239999
25,3350,145.684,-16.7821,25,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
26,3351,145.742442570615,-16.9124663562974,26,115.71667,147.2,227.28334,227.85,29.518337,20.820004,2.3606668
27,3352,145.742457084789,-16.8968117474583,27,115.71667,147.2,227.28334,227.85,29.518337,20.820004,2.3606668
28,3353,145.384,-17.3929,28,88.25,128.85,121.0,228.2,26.068333,15.053334,1.7613332
29,3354,145.685,-16.7822,29,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
30,3355,145.770909441771,-17.1174593316551,30,115.03333,141.93333,218.33333,228.23334,28.821667,20.103334,2.3028336
31,3356,145.742514769132,-16.9124769756333,31,115.71667,147.2,227.28334,227.85,29.518337,20.820004,2.3606668
32,3357,145.384,-17.3932,32,88.25,128.85,121.0,228.2,26.068333,15.053334,1.7613332
33,3358,145.684410583495,-16.7823818693878,33,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
34,3359,145.38235792845,-17.0418292158142,34,79.333336,138.53334,102.78333,233.26666,28.310001,18.221668,2.0195
35,3360,145.685,-16.7825,35,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
36,3361,145.648,-16.8098,36,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
37,3362,145.685,-16.7824,37,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
38,3363,145.633639245212,-16.8250342288725,38,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
39,3364,145.634166198256,-16.8248643665877,39,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
40,3365,145.409640275476,-17.3564913595382,40,81.683334,127.833336,104.53333,229.3,25.828337,14.780001,1.7450001
41,3366,145.686,-16.8325,41,115.916664,144.86667,213.71666,228.73334,29.268333,20.543333,2.3643334
42,3367,145.679,-16.8703,42,115.01667,142.33333,215.33333,227.71666,29.163332,20.378334,2.3403332
43,3368,145.683155293076,-16.7813625700711,43,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
44,3369,145.683153246428,-16.7813744227967,44,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
45,3370,145.456,-17.166,45,77.566666,135.76666,97.666664,232.55,27.66667,17.44167,1.9669999
46,3371,145.628238574874,-16.9054351506181,46,104.316666,135.73334,172.56667,228.21666,27.670002,18.393335,2.144667
47,3372,145.628332406775,-16.9053745751733,47,104.316666,135.73334,172.56667,228.21666,27.670002,18.393335,2.144667
48,3373,145.691137533561,-16.9463533075166,48,115.35,141.08333,207.46666,227.71666,28.51,19.518335,2.2540002
49,3374,145.476,-17.2988,49,106.36667,128.4,183.38333,226.43333,26.455004,15.911667,1.8661665
50,3375,145.634489336151,-16.8249424298596,50,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
51,3376,145.633458779829,-16.8248185942267,51,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
52,3377,145.701248606181,-17.1212216566164,52,110.48333,139.31667,190.11667,228.88333,28.343334,19.261667,2.2231667
53,3378,145.573217857291,-16.7965390641467,53,94.51667,135.45,140.55,230.38333,27.996672,18.72167,2.1863334
54,3379,145.573179675651,-16.7965843397764,54,94.51667,135.45,140.55,230.38333,27.996672,18.72167,2.1863334
55,3380,145.492252430617,-17.0012497654489,55,78.0,138.73334,101.8,232.86667,28.266665,18.495,2.0779998
56,3381,145.456,-17.1664,56,77.566666,135.76666,97.666664,232.55,27.66667,17.44167,1.9669999
57,3382,145.514,-17.6058,57,94.583336,125.066666,121.38333,227.0,25.333336,14.393335,1.722
58,3383,145.718374659533,-17.140855387579,58,112.95,141.11667,203.05,229.16667,28.749998,19.890003,2.271833
59,3384,145.689394098538,-16.7849675496117,59,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
60,3385,145.492179860035,-17.0012895223963,60,78.0,138.73334,101.8,232.86667,28.266665,18.495,2.0779998
61,3386,145.653466974165,-17.5245702652668,61,111.13333,125.85,291.15,224.75,26.348337,16.110003,1.8818333
62,3387,145.45,-17.3291,62,100.833336,126.21667,165.55,226.75,25.701668,14.866669,1.7735001
63,3388,145.683043127489,-16.7815768712354,63,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
64,3389,145.683000015391,-16.7815643865671,64,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
65,3390,145.615,-16.8321,65,106.066666,136.88333,166.86667,228.85,28.058338,18.894999,2.2118335
66,3391,145.547526321475,-16.7983703096887,66,94.51667,135.45,140.55,230.38333,27.996672,18.72167,2.1863334
67,3392,145.634,-16.8049,67,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
68,3393,145.666554332572,-16.7869873755274,68,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
69,3394,145.469,-17.6401,69,87.55,126.61667,110.65,228.93333,25.793333,14.786668,1.7391667
70,3395,145.638531509914,-16.8234427005534,70,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
71,3396,145.667071491616,-16.7778763314865,71,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
72,3397,145.476185970217,-17.2990032789682,72,106.36667,128.4,183.38333,226.43333,26.455004,15.911667,1.8661665
73,3398,145.384,-17.3925,73,88.25,128.85,121.0,228.2,26.068333,15.053334,1.7613332
74,3399,145.423,-17.4054,74,93.86667,126.166664,121.183334,228.21666,25.541674,14.568335,1.7376667
75,3400,145.647,-16.8094,75,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
76,3401,145.384,-17.3924,76,88.25,128.85,121.0,228.2,26.068333,15.053334,1.7613332
77,3402,145.770921176435,-17.1174360299627,77,115.03333,141.93333,218.33333,228.23334,28.821667,20.103334,2.3028336
78,3403,145.409,-17.6553,78,79.05,133.25,96.53333,231.68333,27.063334,16.025002,1.7933333
79,3404,145.648,-16.8095,79,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
80,3405,145.748,-16.9027,80,115.71667,147.2,227.28334,227.85,29.518337,20.820004,2.3606668
81,3406,145.742448492373,-16.9124530053562,81,115.71667,147.2,227.28334,227.85,29.518337,20.820004,2.3606668
82,3407,145.384,-17.3928,82,88.25,128.85,121.0,228.2,26.068333,15.053334,1.7613332
83,3408,145.67,-16.7442,83,98.666664,143.83333,137.81667,233.65,29.476671,20.881666,2.422833
84,3409,145.618730206178,-16.8275056220748,84,106.066666,136.88333,166.86667,228.85,28.058338,18.894999,2.2118335
85,3410,145.618700366603,-16.8275661394157,85,106.066666,136.88333,166.86667,228.85,28.058338,18.894999,2.2118335
86,3411,145.742442551748,-16.9124243238516,86,115.71667,147.2,227.28334,227.85,29.518337,20.820004,2.3606668
87,3412,145.74252393507,-16.9124580488674,87,115.71667,147.2,227.28334,227.85,29.518337,20.820004,2.3606668
88,3413,145.742479280632,-16.9124391818648,88,115.71667,147.2,227.28334,227.85,29.518337,20.820004,2.3606668
89,3414,145.686,-16.8323,89,115.916664,144.86667,213.71666,228.73334,29.268333,20.543333,2.3643334
90,3415,145.384,-17.3927,90,88.25,128.85,121.0,228.2,26.068333,15.053334,1.7613332
91,3416,145.666752372429,-16.7867911002531,91,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
92,3417,145.679,-16.8702,92,115.01667,142.33333,215.33333,227.71666,29.163332,20.378334,2.3403332
93,3418,145.634972490506,-16.8065045122214,93,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
94,3419,145.635036528246,-16.8064553104498,94,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
95,3420,145.622862227834,-16.8489799488208,95,98.15,135.3,141.76666,229.96666,27.833336,18.558332,2.1650002
96,3421,145.434,-17.1391,96,77.566666,135.76666,97.666664,232.55,27.66667,17.44167,1.9669999
97,3422,145.381945548714,-17.0426612394074,97,79.333336,138.53334,102.78333,233.26666,28.310001,18.221668,2.0195
98,3423,145.578,-17.2797,98,107.433334,130.7,180.75,226.88333,26.705,16.501667,1.9239999
99,3424,145.476127997742,-17.2990088426918,99,106.36667,128.4,183.38333,226.43333,26.455004,15.911667,1.8661665
100,3425,145.409687895563,-17.3564921734712,100,81.683334,127.833336,104.53333,229.3,25.828337,14.780001,1.7450001
101,3426,145.373794858894,-17.6397174449558,101,75.01667,134.75,90.7,232.55,27.328333,16.186668,1.7951666
102,3427,145.434,-17.139,102,77.566666,135.76666,97.666664,232.55,27.66667,17.44167,1.9669999
103,3428,145.434,-17.1389,103,77.566666,135.76666,97.666664,232.55,27.66667,17.44167,1.9669999
104,3429,145.742487654116,-16.9124523001976,104,115.71667,147.2,227.28334,227.85,29.518337,20.820004,2.3606668
105,3430,145.62986860465,-16.9049190113558,105,104.316666,135.73334,172.56667,228.21666,27.670002,18.393335,2.144667
106,3431,145.629814468702,-16.9049466701928,106,104.316666,135.73334,172.56667,228.21666,27.670002,18.393335,2.144667
107,3432,145.625,-16.8436,107,98.15,135.3,141.76666,229.96666,27.833336,18.558332,2.1650002
108,3433,145.633473385582,-16.8248238588321,108,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
109,3434,145.649626107563,-17.5277925766765,109,111.13333,125.85,291.15,224.75,26.348337,16.110003,1.8818333
110,3435,145.578,-17.269,110,107.433334,130.7,180.75,226.88333,26.705,16.501667,1.9239999
111,3436,145.747,-16.9753,111,116.86667,143.55,219.96666,227.08333,28.915003,20.073332,2.298333
112,3437,145.493,-17.2725,112,106.566666,130.23334,182.88333,226.21666,26.52167,16.003334,1.8694999
113,3438,145.493,-17.2724,113,106.566666,130.23334,182.88333,226.21666,26.52167,16.003334,1.8694999
114,3439,145.66718800007,-16.7806960875325,114,102.95,145.4,164.35,231.95,29.50167,20.88167,2.4101667
115,3440,145.618712855639,-16.8274714658194,115,106.066666,136.88333,166.86667,228.85,28.058338,18.894999,2.2118335
116,3441,145.854919664698,-17.5868710130617,116,120.35,135.15,247.65,227.4,28.201668,19.268337,2.1735
117,3442,145.638,-16.8087,117,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
118,3443,145.358122343322,-17.6438414378371,118,75.01667,134.75,90.7,232.55,27.328333,16.186668,1.7951666
119,3444,145.6335258089,-16.8248719607178,119,116.15,138.05,199.28334,227.63333,28.171669,19.110003,2.2316666
120,3445,145.911,-17.3495,120,123.566666,133.4,360.83334,226.85,28.545004,20.113337,2.3020003
121,3446,145.381953234451,-17.0413205490403,121,79.2,139.3,103.9,233.05,28.490002,18.505003,2.0473332
122,3447,145.251141241755,-17.6716147918783,122,67.65,136.63333,79.55,233.61667,27.74,16.415,1.7995
123,3448,145.516813627413,-17.5362249975507,123,98.88333,123.15,152.11667,225.88333,25.02,14.118336,1.7058333
124,3449,145.45,-17.329,124,100.833336,126.21667,165.55,226.75,25.701668,14.866669,1.7735001
125,3450,145.423,-17.4052,125,93.86667,126.166664,121.183334,228.21666,25.541674,14.568335,1.7376667
126,3451,145.469464418551,-17.2749970393806,126,106.566666,130.23334,182.88333,226.21666,26.52167,16.003334,1.8694999
127,3452,145.382387837443,-17.0418620274553,127,79.333336,138.53334,102.78333,233.26666,28.310001,18.221668,2.0195
