,latitude,longitude
0,-18.449969995413362,126.45003000458664
1,-20.717409996133078,124.18259000386692
2,-12.399049993492717,132.50095000650728
3,-13.90166999396967,130.99833000603033
4,-11.973269993357569,132.92673000664243
5,-29.099519998793674,115.80048000120632
6,-29.653319998969458,115.24668000103054
7,-18.14137999531541,126.75862000468459
8,-19.330879995692975,125.56912000430702
9,-21.688459996441303,123.2115400035587
10,-12.182659993424032,132.71734000657597
11,-24.85566999744662,120.04433000255338
12,-16.69367999485589,128.2063200051441
13,-23.167979996910923,121.73202000308908
14,-13.543429993855959,131.35657000614404
15,-20.61511999610061,124.28488000389939
16,-24.907899997463197,119.9921000025368
17,-14.941319994299668,129.95868000570033
18,-16.572749994817507,128.3272500051825
19,-26.704669998033516,118.19533000196648
20,-11.537429993219227,133.36257000678077
21,-25.145979997538767,119.75402000246123
22,-18.879419995549675,126.02058000445032
23,-22.51679999670423,122.38320000329577
24,-13.654349993891167,131.24565000610883
25,-14.400189994127906,130.4998100058721
26,-17.636459995155143,127.26354000484486
27,-27.606179998319668,117.29382000168033
28,-19.774379995833748,125.12562000416625
29,-24.44192999731529,120.4580700026847
30,-12.91453999365634,131.98546000634366
31,-17.955289995256344,126.94471000474365
32,-15.66000999452779,129.2399900054722
33,-24.733759997407923,120.16624000259208
34,-12.120789993404394,132.7792100065956
35,-18.807459995526834,126.09254000447316
36,-17.037309994964964,127.86269000503503
37,-24.24448999725262,120.65551000274738
38,-20.84604999617391,124.05395000382609
39,-20.56105999608345,124.33894000391655
40,-12.85095999363616,132.04904000636384
41,-26.842499998077265,118.05750000192273
42,-18.963919995576497,125.9360800044235
43,-24.531199997343627,120.36880000265637
44,-11.255209993129647,133.64479000687035
45,-18.08450999529736,126.81549000470264
46,-19.403899995716152,125.49610000428385
47,-15.87590999459632,129.02409000540368
48,-16.815479994894552,128.08452000510545
49,-27.448719998269688,117.45128000173031
50,-24.42361999730948,120.47638000269052
51,-13.428769993819564,131.47123000618043
52,-22.912509996829833,121.98749000317017
53,-18.634019995471782,126.26598000452822
54,-13.837219993949212,131.0627800060508
55,-27.906099998414867,116.99390000158513
56,-22.614579996735266,122.28542000326473
57,-26.11393999784601,118.78606000215399
58,-12.6907299935853,132.2092700064147
59,-20.256559995986798,124.6434400040132
60,-29.49510999891924,115.40489000108076
61,-10.962869993036854,133.93713000696314
62,-12.983409993678201,131.9165900063218
63,-28.10641999847845,116.79358000152155
64,-10.472689992881264,134.42731000711873
65,-25.525579997659257,119.37442000234074
66,-23.691469997077085,121.20853000292291
67,-24.827339997437626,120.07266000256237
68,-24.56179999735334,120.33820000264666
69,-10.2091099927976,134.6908900072024
