,id,decimalLongitude,decimalLatitude,key,aet_mean,pet_mean,ppt_mean,srad_mean,tmax_mean,tmin_mean,vap_mean
0,0,145.207706250522,-37.9171464125,0,57.433334,113.7,61.0,178.01666,20.735003,10.630002,1.1251667
1,1,144.981500993753,-37.7509737831763,1,44.866665,118.25,47.3,177.75,20.991669,10.638336,1.1193333
2,2,145.348,-37.9616,2,63.016666,104.833336,69.13333,177.75,19.890003,9.645001,1.1001666
3,3,145.003,-37.6213,3,45.883335,110.95,48.433334,180.08333,20.333334,9.463335,1.0541667
4,4,145.647,-38.4981,4,66.9,99.333336,80.4,175.7,19.018335,9.733335,1.1335
5,5,145.15,-37.9193,5,55.533333,115.55,58.983334,177.08333,20.781672,10.751667,1.1326665
6,6,145.191352386163,-37.8751180647294,6,57.766666,112.416664,61.633335,178.33333,20.635004,10.425001,1.1146667
7,7,145.19,-37.8742,7,58.316666,111.45,62.666668,178.4,20.625002,10.296667,1.1048332
8,8,145.19031210816,-37.8741734242419,8,58.316666,111.45,62.666668,178.4,20.625002,10.296667,1.1048332
9,9,145.139589855675,-38.10094174789,9,51.366665,107.65,54.5,178.43333,19.99,10.393336,1.1664999
10,10,145.050439769537,-37.7164778486245,10,50.45,115.416664,53.283333,178.93333,20.89667,10.340001,1.0991668
11,11,145.08,-37.6685,11,49.933334,114.36667,52.716667,179.4,20.763332,10.093335,1.0858332
12,12,145.616,-37.7809,12,70.433334,101.183334,81.933334,180.15,20.175005,8.895001,1.079
13,13,145.151,-37.9193,13,55.533333,115.55,58.983334,177.08333,20.781672,10.751667,1.1326665
14,14,145.241281009767,-38.1120071979996,14,54.983334,107.03333,58.5,177.75,20.071669,10.348334,1.1481667
15,15,145.248038924882,-37.8781411241293,15,57.8,110.73333,61.683334,178.43333,20.646667,10.313335,1.1173333
16,16,145.247093999021,-37.8789743007533,16,57.8,110.73333,61.683334,178.43333,20.646667,10.313335,1.1173333
17,17,145.163451461257,-37.7570811706015,17,55.633335,113.083336,59.366665,179.03334,20.860003,10.328335,1.0996668
18,18,145.220667086677,-37.8380929772163,18,59.05,110.816666,64.1,178.38333,20.69167,10.246668,1.1055
19,19,145.223395899073,-37.8384022275338,19,59.05,110.816666,64.1,178.38333,20.69167,10.246668,1.1055
20,20,145.678,-37.7443,20,73.26667,90.183334,110.35,177.66667,16.866667,6.4933352,0.941
21,21,145.416255455615,-37.9475451161713,21,67.916664,101.933334,76.916664,178.11667,19.59,9.221666,1.0816667
22,22,145.168105449179,-37.7067938505904,22,55.183334,108.23333,60.066666,179.61667,20.365,9.520002,1.0788332
23,23,145.296,-37.9585,23,62.183334,105.15,68.083336,178.13333,19.965002,9.675002,1.0998333
24,24,145.206,-37.9208,24,57.433334,113.7,61.0,178.01666,20.735003,10.630002,1.1251667
25,25,145.205,-37.9165,25,57.433334,113.7,61.0,178.01666,20.735003,10.630002,1.1251667
26,26,145.068700941219,-37.6226027664949,26,48.016666,110.26667,50.833332,179.91667,20.298336,9.410001,1.0523334
27,27,145.496,-37.8853,27,71.13333,99.9,82.38333,178.33333,19.436668,8.786669,1.0786666
28,28,145.202193251819,-37.8574932763482,28,58.316666,111.45,62.666668,178.4,20.625002,10.296667,1.1048332
29,29,144.819779265671,-37.7180445678269,29,36.383335,115.23333,38.316666,179.16667,20.640003,10.1900015,1.0863334
30,30,145.129,-38.0075,30,50.55,110.48333,53.7,179.23334,20.285002,10.455002,1.1589998
31,31,145.189,-37.8731,31,58.316666,111.45,62.666668,178.4,20.625002,10.296667,1.1048332
32,32,145.205187036655,-37.9237682384913,32,57.433334,113.7,61.0,178.01666,20.735003,10.630002,1.1251667
33,33,145.686125899087,-37.7548241231551,33,74.96667,95.2,101.36667,178.58333,18.506666,7.586667,1.0126667
34,34,145.649374012498,-37.7580429915371,34,71.78333,100.1,85.7,179.98334,19.94167,8.646668,1.0715001
35,35,145.137910209731,-38.2428090228124,35,54.8,104.5,59.566666,177.0,19.481668,10.346668,1.1473333
36,36,145.628433942872,-37.7722837522336,36,71.78333,100.1,85.7,179.98334,19.94167,8.646668,1.0715001
37,37,145.202642394551,-37.8968004266022,37,57.766666,112.416664,61.633335,178.33333,20.635004,10.425001,1.1146667
38,38,145.238404283435,-37.7410618448981,38,56.416668,107.9,61.416668,179.78334,20.48667,9.653335,1.0916668
39,39,145.523951567781,-37.7734637324096,39,66.666664,102.416664,75.75,180.1,20.303335,9.125001,1.0873333
40,40,145.174078805012,-38.1822659331526,40,55.6,104.86667,60.05,177.43333,19.6,10.270001,1.1468333
41,41,145.238249637322,-37.7410625992694,41,56.416668,107.9,61.416668,179.78334,20.48667,9.653335,1.0916668
42,42,144.849724788354,-37.6326121716179,42,37.9,114.26667,39.916668,179.66667,20.495003,9.843335,1.061
43,43,145.371,-37.8049,43,70.4,103.333336,82.21667,178.0,19.446667,8.925001,1.051
44,44,144.918893265298,-38.4223205240353,44,55.3,99.25,62.65,176.08333,18.18,10.520001,1.1343333
45,45,145.024505909667,-38.4721187828467,45,55.35,100.26667,62.483334,177.71666,18.696669,10.883333,1.1691668
46,46,145.633933857369,-37.7684899287702,46,71.78333,100.1,85.7,179.98334,19.94167,8.646668,1.0715001
47,47,145.291,-38.0498,47,55.8,107.433334,59.466667,177.86667,20.226671,10.301668,1.1404998
48,48,145.282201571525,-37.8319764929246,48,61.066666,108.71667,67.433334,178.2,20.478336,9.9016695,1.0896666
49,49,144.951759622648,-38.3385729455548,49,55.2,99.433334,62.483334,175.96666,18.389997,10.318334,1.1429999
50,50,144.986661096876,-37.7720883205897,50,44.866665,118.25,47.3,177.75,20.991669,10.638336,1.1193333
51,51,144.807372096097,-37.8649532714435,51,37.716667,117.98333,39.733334,178.65,20.838337,10.731668,1.1306667
52,52,144.974853906885,-37.7328463808679,52,45.216667,116.03333,47.783333,178.61667,20.818336,10.361668,1.1043334
53,53,145.643896525148,-37.7617434020631,53,71.78333,100.1,85.7,179.98334,19.94167,8.646668,1.0715001
54,54,144.974788746529,-37.7328710592369,54,45.216667,116.03333,47.783333,178.61667,20.818336,10.361668,1.1043334
55,55,145.419811047749,-37.7067729039469,55,62.516666,104.55,70.666664,180.28334,20.538334,9.261669,1.081
56,56,145.21,-37.856,56,59.05,110.816666,64.1,178.38333,20.69167,10.246668,1.1055
57,57,145.211855197871,-37.9150590750006,57,57.8,110.73333,61.683334,178.43333,20.646667,10.313335,1.1173333
58,58,145.031288495687,-37.7566851089111,58,47.283333,117.28333,49.966667,178.31667,21.026667,10.616668,1.1166667
59,59,145.207621107653,-37.9171610936096,59,57.433334,113.7,61.0,178.01666,20.735003,10.630002,1.1251667
60,60,144.94411842911,-38.3442303026452,60,55.2,99.433334,62.483334,175.96666,18.389997,10.318334,1.1429999
61,61,145.225936133061,-37.9369451680934,61,57.016666,111.0,60.633335,178.7,20.603336,10.395001,1.1256667
62,62,145.502,-38.0792,62,61.016666,104.833336,65.71667,178.06667,20.205004,9.806666,1.1406667
63,63,144.944158997522,-38.3441522252172,63,55.2,99.433334,62.483334,175.96666,18.389997,10.318334,1.1429999
64,64,145.284695606814,-37.753453818185,64,60.166668,107.51667,66.53333,178.8,20.396667,9.701667,1.0831666
65,65,145.250500710816,-37.7554633794704,65,60.166668,107.51667,66.53333,178.8,20.396667,9.701667,1.0831666
66,66,144.969,-37.6589,66,45.133335,113.35,47.733334,178.71666,20.493334,9.79,1.0708333
67,67,145.503,-38.0804,67,61.016666,104.833336,65.71667,178.06667,20.205004,9.806666,1.1406667
68,68,145.502,-38.0794,68,61.016666,104.833336,65.71667,178.06667,20.205004,9.806666,1.1406667
69,69,145.284451609613,-37.7536767348999,69,60.166668,107.51667,66.53333,178.8,20.396667,9.701667,1.0831666
70,70,145.189489172907,-37.8730792086924,70,58.316666,111.45,62.666668,178.4,20.625002,10.296667,1.1048332
71,71,145.279829576747,-37.8016741946692,71,61.066666,108.71667,67.433334,178.2,20.478336,9.9016695,1.0896666
72,72,144.918739964831,-38.4223106025428,72,55.3,99.25,62.65,176.08333,18.18,10.520001,1.1343333
73,73,145.226107726827,-37.93694960796,73,57.016666,111.0,60.633335,178.7,20.603336,10.395001,1.1256667
74,74,145.324,-38.0371,74,56.966667,108.78333,60.783333,178.03334,20.458334,10.323334,1.1313331
75,75,145.748495310681,-37.7345873695218,75,72.2,94.2,100.26667,179.58333,18.611668,7.371668,1.0203334
76,76,145.189339891211,-37.8730659652854,76,58.316666,111.45,62.666668,178.4,20.625002,10.296667,1.1048332
77,77,145.232390770824,-37.8394998796637,77,59.05,110.816666,64.1,178.38333,20.69167,10.246668,1.1055
78,78,144.974851697744,-37.7321672779498,78,45.216667,116.03333,47.783333,178.61667,20.818336,10.361668,1.1043334
79,79,145.082,-37.9415,79,49.866665,115.88333,52.733334,177.75,20.731667,10.825001,1.1391667
80,80,145.119837473837,-38.0057153783923,80,48.966667,110.833336,51.866665,179.15,20.226665,10.471667,1.1631665
81,81,145.119821031768,-38.0057213598027,81,48.966667,110.833336,51.866665,179.15,20.226665,10.471667,1.1631665
82,82,145.223290124898,-37.8384965166453,82,59.05,110.816666,64.1,178.38333,20.69167,10.246668,1.1055
83,83,145.218790210919,-37.8381878184507,83,59.05,110.816666,64.1,178.38333,20.69167,10.246668,1.1055
84,84,145.082,-37.9419,84,49.866665,115.88333,52.733334,177.75,20.731667,10.825001,1.1391667
85,85,145.098,-38.0062,85,48.966667,110.833336,51.866665,179.15,20.226665,10.471667,1.1631665
86,86,145.124,-38.006,86,48.966667,110.833336,51.866665,179.15,20.226665,10.471667,1.1631665
87,87,144.897845511901,-37.782589032278,87,39.35,118.933334,41.55,178.55,21.005001,10.668335,1.1196666
88,88,145.268125962119,-38.1393532629107,88,56.966667,106.21667,61.033333,177.51666,19.863335,10.200002,1.1496664
89,89,145.098,-38.0061,89,48.966667,110.833336,51.866665,179.15,20.226665,10.471667,1.1631665
90,90,145.424,-38.3263,90,58.466667,102.25,63.75,177.58333,19.57667,10.128337,1.1851667
91,91,145.424,-38.3262,91,58.466667,102.25,63.75,177.58333,19.57667,10.128337,1.1851667
92,92,145.329139307277,-38.0173964705672,92,56.966667,108.78333,60.783333,178.03334,20.458334,10.323334,1.1313331
93,93,145.329131847383,-38.0173771083709,93,56.966667,108.78333,60.783333,178.03334,20.458334,10.323334,1.1313331
94,94,145.441,-38.3564,94,59.233334,101.75,65.333336,177.6,19.483334,10.128336,1.1791666
95,95,145.225764528842,-37.9369438669766,95,57.016666,111.0,60.633335,178.7,20.603336,10.395001,1.1256667
96,96,145.124,-38.0061,96,48.966667,110.833336,51.866665,179.15,20.226665,10.471667,1.1631665
97,97,145.17,-38.3059,97,54.5,105.13333,58.966667,177.21666,19.62,10.683335,1.1771666
98,98,145.23,-37.8392,98,59.05,110.816666,64.1,178.38333,20.69167,10.246668,1.1055
99,99,145.098,-38.0063,99,48.966667,110.833336,51.866665,179.15,20.226665,10.471667,1.1631665
100,100,145.082,-37.9414,100,49.866665,115.88333,52.733334,177.75,20.731667,10.825001,1.1391667
101,101,145.082,-37.9416,101,49.866665,115.88333,52.733334,177.75,20.731667,10.825001,1.1391667
