,latitude,longitude
0,-33.957589999669125,117.45326000141353
1,-33.0032399993662,117.69698000149089
2,-33.59800999955499,113.3998100001269
3,-33.67185999957843,114.55608000049392
4,-30.91302999870274,115.91949000092669
5,-33.36719999948173,114.09331000034703
6,-32.842419999315155,116.88843000123424
7,-30.57683999859603,115.463640000782
8,-34.93059999997797,114.61642000051307
9,-31.176899998786496,117.2304600013428
10,-30.27763999850106,117.3769400013893
11,-31.90913999901892,117.71492000149658
12,-32.693279999267816,116.61749000114824
13,-32.907639999335856,116.21017000101895
14,-33.97046999967321,117.5750900014522
15,-30.803009998667818,117.1425600013149
16,-34.18219999974042,117.68304000148646
17,-32.25358999912825,116.35282000106423
18,-33.66205999957532,114.94110000061613
19,-32.69467999926826,115.19484000069667
20,-31.94143999902917,117.15668000131939
21,-33.05588999938291,116.98559000126508
22,-33.26352999944882,115.13397000067735
23,-34.2385399997583,115.117110000672
24,-30.47195999856274,115.96588000094141
25,-33.80504999962071,117.61267000146412
26,-34.9625099999881,115.96246000094033
27,-33.419329999498274,115.95024000093645
28,-30.76586999865603,117.202700001334
29,-32.442849999188326,117.05649000128759
30,-34.189529999742746,115.03024000064443
31,-32.4055899991765,115.5578800008119
32,-32.73357999928061,113.94170000029891
33,-34.195919999744774,114.4416600004576
34,-33.20734999943099,117.68020000148556
35,-30.706189998637086,114.03802000032948
36,-30.566249998592667,113.22925000007277
37,-33.63347999956625,113.48405000015364
38,-30.523749998579177,114.99816000063424
39,-32.36098999916234,117.13800000131346
40,-31.598809998920416,115.27606000072245
41,-34.56828999986297,116.60589000114456
42,-32.53588999921786,117.35597000138264
43,-31.851189999000525,113.15837000005027
44,-31.979129999041135,116.63307000115319
45,-33.13917999940935,113.70818000022479
46,-33.512339999527796,113.59158000018778
47,-31.805849998986133,115.36418000075042
48,-34.13827999972648,115.35003000074593
49,-33.663529999575786,116.56547000113173
50,-32.40729999917704,114.83466000058235
51,-32.67404999926171,116.65756000116096
52,-32.85260999931839,113.07757000002462
53,-31.020759998736935,115.06018000065393
54,-34.00593999968447,114.40843000044705
55,-32.691169999267146,114.79049000056833
56,-32.388269999171,114.74476000055381
57,-30.20508999847803,115.72629000086536
58,-30.37328999853142,113.47046000014933
59,-32.750519999285984,115.13881000067889
60,-30.786269998662505,117.15220000131796
61,-31.21925999879994,113.35389000011233
62,-32.158799999098164,115.76343000087715
63,-33.92134999965762,113.77851000024711
64,-33.625879999563836,113.4609200001463
65,-33.99796999968194,115.12251000067371
66,-32.14185999909279,114.61280000051192
67,-33.31988999946671,113.46669000014813
68,-33.40419999949347,113.1276100000405
69,-30.090649998441705,115.1489100006821
70,-34.405839999811406,116.66678000116389
71,-32.48796999920265,116.4784400011041
72,-30.160399998463845,115.47797000078654
73,-33.71299999959149,116.54871000112641
74,-30.74589999864969,116.50567000111275
75,-32.07129999907039,114.93140000061305
76,-34.75812999992323,115.26933000072032
77,-31.85734999900248,114.90093000060338
78,-32.67501999926202,114.6391900005203
79,-30.4831799985663,114.42708000045297
80,-32.08480999907468,113.82087000026056
81,-34.79234999993409,114.713830000544
82,-33.907909999653356,114.74436000055368
83,-32.20494999911281,115.63322000083582
84,-30.820639998673414,115.78546000088414
85,-34.47066999983198,114.11648000035439
86,-32.666339999259264,115.60649000082734
87,-34.940309999981054,113.62416000019812
88,-32.938129999345534,117.04188000128295
89,-33.27112999945123,115.80723000089105
90,-31.061959998750012,115.63398000083606
91,-31.214869998798548,114.52717000048474
92,-34.616159999878164,114.01523000032225
93,-33.724239999595056,116.09640000098284
94,-30.71797999864083,114.17374000037256
95,-34.81363999994085,116.51955000111715
96,-32.021729999054656,115.84749000090383
97,-32.95663999935141,116.91199000124172
98,-31.65098999893698,117.60288000146102
99,-33.03435999937608,117.51220000143223
100,-32.91294999933754,115.75780000087536
101,-30.902579998699423,114.04447000033153
102,-33.64421999956966,117.63865000147237
103,-32.865799999322576,117.13272000131178
104,-31.28197999881985,113.21572000006847
105,-34.426689999818024,114.19520000037937
106,-30.46953999856197,117.49374000142637
107,-30.616459998608605,115.2910200007272
108,-34.82280999994376,115.82341000089619
109,-34.26085999976539,115.20183000069889
110,-31.75656999897049,117.51742000143389
111,-33.810679999622494,115.03071000064458
112,-30.669959998625586,113.05788000001837
113,-30.33242999851845,115.81507000089354
114,-31.931049999025873,114.7088000005424
115,-32.13670999909115,113.10830000003438
116,-34.65527999989058,113.49829000015816
117,-31.818389998990114,115.96264000094038
118,-33.25453999944597,113.06283000001994
119,-33.64919999957124,117.38548000139201
120,-30.665629998624212,115.12539000067463
121,-34.1739499997378,114.4936300004741
122,-31.103299998763134,116.86609000122715
123,-30.675779998627434,115.21616000070344
124,-33.05199999938168,117.44455000141076
125,-32.915479999338345,115.16266000068646
126,-32.25631999912912,113.60439000019184
127,-30.327849998516996,115.07475000065855
128,-33.861909999638755,117.94673000157016
129,-31.636199998932284,113.53472000016973
130,-32.862359999321484,114.0037500003186
131,-34.835149999947674,116.76537000119518
132,-33.55365999954091,116.29305000104526
133,-33.34484999947463,113.88751000028171
134,-30.939979998711294,117.1280600013103
135,-32.39370999917273,115.86104000090813
136,-32.59309999923602,116.38213000107353
137,-32.318249999148776,114.01125000032098
138,-33.374439999484025,116.70862000117717
139,-33.826249999627436,115.7928800008865
140,-33.713519999591654,114.05828000033591
141,-30.030629998422654,113.89872000028527
142,-33.6629499995756,114.2031400003819
143,-31.676349998945028,114.6552400005254
144,-33.63046999956529,114.78431000056636
145,-33.209609999431706,116.1325100009943
146,-31.39394999885539,113.18421000005847
147,-34.129099999723564,117.32004000137124
148,-31.65246999893745,116.43381000108994
149,-30.80203999866751,113.98636000031308
150,-34.27133999976871,115.7620200008767
151,-33.976019999674975,115.60965000082834
152,-31.7754999989765,116.1910900010129
153,-32.37426999916656,117.49868000142794
154,-33.37671999948475,114.46002000046343
155,-32.75346999928692,114.72302000054691
156,-32.94447999934755,114.33883000042496
157,-31.11846999876795,114.21561000038585
158,-30.414299998544436,117.23354000134378
159,-31.24637999880855,113.07112000002257
160,-32.64521999925256,113.2983300000947
161,-31.50852999889176,117.19380000133117
162,-32.51928999921259,116.500180001111
163,-30.4280499985488,113.47872000015195
164,-30.35438999852542,117.77004000151408
165,-30.423299998547293,116.26820000103737
166,-30.481409998565738,113.85648000027186
167,-34.12076999972092,117.2354800013444
168,-30.90496999870018,114.34424000042668
169,-31.510309998892325,115.52585000080174
170,-33.79049999961609,113.3304700001049
171,-32.39796999917408,116.03727000096407
172,-34.959119999987024,117.7921700015211
173,-31.570159998911322,114.17178000037194
174,-32.47770999919939,116.42972000108864
175,-34.880139999961955,113.08610000002733
176,-30.351039998524357,115.62728000083393
177,-30.23479999848746,117.25412000135032
178,-34.207519999748456,113.61195000019424
179,-33.437009999503886,117.15211000131794
180,-31.148959998777627,114.73206000054978
181,-31.30787999882807,113.96984000030784
182,-34.58850999986939,115.1577600006849
183,-32.89920999933318,113.70797000022472
184,-31.396489998856197,113.04898000001555
185,-33.10238999939767,113.06107000001938
186,-34.69034999990171,114.86911000059328
187,-31.311109998829096,116.81475000121085
188,-33.2502299994446,114.28598000040819
189,-33.28284999945495,115.7141400008615
190,-33.294199999458556,113.23099000007332
191,-32.009089999050644,113.13968000004434
192,-34.65543999989063,116.11573000098898
193,-34.13900999972671,113.73228000023244
194,-30.04333999842669,113.88448000028075
195,-31.347429998840624,113.07808000002478
196,-31.1794299987873,113.51065000016209
197,-32.338189999155105,115.01180000063857
198,-30.456139998557717,113.35333000011215
199,-30.67841999862827,115.33782000074206
200,-33.08069999939079,114.69003000053644
201,-33.88390999964574,116.25583000103344
202,-33.97353999967419,113.20339000006456
203,-32.665899999259125,113.65683000020849
204,-32.1774999991041,115.39579000076046
205,-34.657499999891286,116.69104000117159
206,-33.950719999666944,117.15376000131846
207,-32.23940999912375,117.53010000143792
208,-32.56288999922643,114.51320000048031
209,-33.47440999951576,116.27136000103837
210,-34.63747999988493,113.27317000008671
211,-34.69871999990437,116.45407000109637
212,-34.96838999998997,117.93103000156518
213,-32.32774999915179,116.79060000120319
214,-33.839699999631705,116.64925000115832
215,-30.793509998664803,117.96378000157557
216,-30.276839998500805,116.8441900012202
217,-33.78786999961525,113.09408000002986
218,-30.095439998443226,116.86484000122675
219,-32.53049999921615,116.49905000111065
220,-32.04132999906088,115.4561200007796
221,-33.608799999558414,117.16857000132316
222,-31.52326999889644,113.67373000021385
223,-32.22305999911856,116.63399000115348
224,-34.952759999985005,117.5930400014579
225,-33.16950999941898,114.95130000061937
226,-30.80197999866749,115.46329000078188
